Order ID,Customer ID,Category, Cookies Shipped   , Revenue , Cost ,Order Date,Ship  Date,Order Status  
251025,785432, Park & Eat LLC, $193.00 , $965.00 , $482.50 ,9/22/2017,9/27/2017,Shipped
886101,785432, Park & Eat LLC, $434.00 ," $2,170.00 "," $1,085.00 ",9/21/2017,9/26/2017,Shipped
185315,785432, Park & Eat LLC, $295.00 ," $1,475.00 ", $737.50 ,9/21/2017,9/26/2017,Shipped
451038,152689, YT Restaurants, $809.00 ," $4,045.00 "," $2,022.50 ",9/21/2017,9/26/2017,Shipped
463848,152689, YT Restaurants, $517.00 ," $2,585.00 "," $1,292.50 ",9/21/2017,9/26/2017,Shipped
512022,152689, YT Restaurants, $685.00 ," $3,425.00 "," $1,712.50 ",9/20/2017,9/26/2017,Shipped
512882,325698, Cascade Grovers, $491.00 ," $2,455.00 "," $1,227.50 ",9/23/2017,9/25/2017,Shipped
200513,452584, Acme Grocery Stores, $805.00 ," $4,025.00 "," $2,012.50 ",9/22/2017,9/24/2017,Shipped
820296,152689, YT Restaurants, $877.00 ," $4,385.00 "," $2,192.50 ",9/19/2017,9/24/2017,Shipped
396627,452584, Acme Grocery Stores, $489.00 ," $2,445.00 "," $1,222.50 ",9/21/2017,9/23/2017,Shipped
157286,325698, Cascade Grovers, $371.00 ," $1,855.00 ", $927.50 ,9/21/2017,9/23/2017,Shipped
943430,325698, Cascade Grovers, $117.00 , $585.00 , $292.50 ,9/20/2017,9/22/2017,Shipped
565177,152689, YT Restaurants, $681.00 ," $3,405.00 "," $1,702.50 ",9/17/2017,9/22/2017,Shipped
234614,985245, Quick Bite Convenience Stores, $899.00 ," $4,495.00 "," $2,247.50 ",9/17/2017,9/21/2017,Shipped
595618,325698, Cascade Grovers, $128.00 , $640.00 , $320.00 ,9/18/2017,9/20/2017,Shipped
269756,985245, Quick Bite Convenience Stores, $437.00 ," $2,185.00 "," $1,092.50 ",9/16/2017,9/20/2017,Shipped
409944,152689, YT Restaurants, $776.00 ," $3,880.00 "," $1,940.00 ",9/15/2017,9/20/2017,Shipped
211807,325698, Cascade Grovers, $861.00 ," $4,305.00 "," $2,152.50 ",9/17/2017,9/19/2017,Shipped
929839,785432, Park & Eat LLC, $631.00 ," $3,155.00 "," $1,577.50 ",9/14/2017,9/19/2017,Shipped
297970,985245, Quick Bite Convenience Stores, $819.00 ," $4,095.00 "," $2,047.50 ",9/14/2017,9/18/2017,Shipped
549314,785432, Park & Eat LLC, $269.00 ," $1,345.00 ", $672.50 ,9/14/2017,9/18/2017,Shipped
163017,785432, Park & Eat LLC, $54.00 , $270.00 , $135.00 ,9/13/2017,9/18/2017,Shipped
891248,785432, Park & Eat LLC, $199.00 , $995.00 , $497.50 ,9/13/2017,9/18/2017,Shipped
899519,452584, Acme Grocery Stores, $967.00 ," $4,835.00 "," $2,417.50 ",9/15/2017,9/17/2017,Shipped
967149,325698, Cascade Grovers, $600.00 ," $3,000.00 "," $1,500.00 ",9/15/2017,9/17/2017,Shipped
767274,152689, YT Restaurants, $924.00 ," $4,620.00 "," $2,310.00 ",9/12/2017,9/17/2017,Shipped
779415,325698, Cascade Grovers, $772.00 ," $3,860.00 "," $1,930.00 ",9/14/2017,9/16/2017,Shipped
903575,325698, Cascade Grovers, $490.00 ," $2,450.00 "," $1,225.00 ",9/14/2017,9/16/2017,Shipped
506637,325698, Cascade Grovers, $432.00 ," $2,160.00 "," $1,080.00 ",9/14/2017,9/16/2017,Shipped
120946,152689, YT Restaurants, $480.00 ," $2,400.00 "," $1,200.00 ",9/11/2017,9/16/2017,Shipped
930934,325698, Cascade Grovers, $436.00 ," $2,180.00 "," $1,090.00 ",9/13/2017,9/15/2017,Shipped
749930,985245, Quick Bite Convenience Stores, $766.00 ," $3,830.00 "," $1,915.00 ",9/11/2017,9/15/2017,Shipped
703382,452584, Acme Grocery Stores, $74.00 , $370.00 , $185.00 ,9/12/2017,9/14/2017,Shipped
329723,152689, YT Restaurants, $230.00 ," $1,150.00 ", $575.00 ,9/9/2017,9/14/2017,Shipped
424746,152689, YT Restaurants, $272.00 ," $1,360.00 ", $680.00 ,9/9/2017,9/14/2017,Shipped
556885,985245, Quick Bite Convenience Stores, $911.00 ," $4,555.00 "," $2,277.50 ",9/9/2017,9/13/2017,Shipped
663009,152689, YT Restaurants, $511.00 ," $2,555.00 "," $1,277.50 ",9/8/2017,9/13/2017,Shipped
634507,152689, YT Restaurants, $557.00 ," $2,785.00 "," $1,392.50 ",9/8/2017,9/13/2017,Shipped
247112,325698, Cascade Grovers, $807.00 ," $4,035.00 "," $2,017.50 ",9/9/2017,9/11/2017,Shipped
135896,785432, Park & Eat LLC, $787.00 ," $3,935.00 "," $1,967.50 ",9/5/2017,9/10/2017,Shipped
161633,325698, Cascade Grovers, $751.00 ," $3,755.00 "," $1,877.50 ",9/7/2017,9/9/2017,Shipped
395060,325698, Cascade Grovers, $750.00 ," $3,750.00 "," $1,875.00 ",9/7/2017,9/9/2017,Shipped
798935,325698, Cascade Grovers, $664.00 ," $3,320.00 "," $1,660.00 ",9/7/2017,9/9/2017,Shipped
891332,985245, Quick Bite Convenience Stores, $479.00 ," $2,395.00 "," $1,197.50 ",9/6/2017,9/9/2017,Shipped
559744,152689, YT Restaurants, $675.00 ," $3,375.00 "," $1,687.50 ",9/4/2017,9/9/2017,Shipped
907552,152689, YT Restaurants, $608.00 ," $3,040.00 "," $1,520.00 ",9/4/2017,9/9/2017,Shipped
466576,325698, Cascade Grovers, $311.00 ," $1,555.00 ", $777.50 ,9/6/2017,9/8/2017,Shipped
254665,785432, Park & Eat LLC, $713.00 ," $3,565.00 "," $1,782.50 ",9/3/2017,9/8/2017,Shipped
694712,785432, Park & Eat LLC, $534.00 ," $2,670.00 "," $1,335.00 ",9/2/2017,9/6/2017,Shipped
575481,152689, YT Restaurants, $371.00 ," $1,855.00 ", $927.50 ,9/1/2017,9/6/2017,Shipped
252864,785432, Park & Eat LLC, $992.00 ," $4,960.00 "," $2,480.00 ",8/31/2017,9/5/2017,Shipped
280959,325698, Cascade Grovers, $660.00 ," $3,300.00 "," $1,650.00 ",9/2/2017,9/4/2017,Shipped
181200,785432, Park & Eat LLC, $461.00 ," $2,305.00 "," $1,152.50 ",8/30/2017,9/4/2017,Shipped
768738,452584, Acme Grocery Stores, $534.00 ," $2,670.00 "," $1,335.00 ",8/31/2017,9/2/2017,Shipped
747478,325698, Cascade Grovers, $302.00 ," $1,510.00 ", $755.00 ,8/31/2017,9/2/2017,Shipped
203607,325698, Cascade Grovers, $472.00 ," $2,360.00 "," $1,180.00 ",8/31/2017,9/2/2017,Shipped
195565,985245, Quick Bite Convenience Stores, $975.00 ," $4,875.00 "," $2,437.50 ",8/28/2017,9/1/2017,Shipped
865714,985245, Quick Bite Convenience Stores, $331.00 ," $1,655.00 ", $827.50 ,8/28/2017,9/1/2017,Shipped
650269,325698, Cascade Grovers, $179.00 , $895.00 , $447.50 ,8/28/2017,8/30/2017,Shipped
241361,325698, Cascade Grovers, $466.00 ," $2,330.00 "," $1,165.00 ",8/28/2017,8/30/2017,Shipped
770527,985245, Quick Bite Convenience Stores, $332.00 ," $1,660.00 ", $830.00 ,8/24/2017,8/28/2017,Shipped
431541,152689, YT Restaurants, $694.00 ," $3,470.00 "," $1,735.00 ",8/23/2017,8/28/2017,Shipped
376055,985245, Quick Bite Convenience Stores, $67.00 , $335.00 , $167.50 ,8/23/2017,8/27/2017,Shipped
254438,785432, Park & Eat LLC, $332.00 ," $1,660.00 ", $830.00 ,8/22/2017,8/27/2017,Shipped
621522,985245, Quick Bite Convenience Stores, $60.00 , $300.00 , $150.00 ,8/22/2017,8/26/2017,Shipped
643757,152689, YT Restaurants, $854.00 ," $4,270.00 "," $2,135.00 ",8/21/2017,8/26/2017,Shipped
289827,325698, Cascade Grovers, $705.00 ," $3,525.00 "," $1,762.50 ",8/23/2017,8/25/2017,Shipped
354235,985245, Quick Bite Convenience Stores, $890.00 ," $4,450.00 "," $2,225.00 ",8/22/2017,8/25/2017,Shipped
760812,325698, Cascade Grovers, $717.00 ," $3,585.00 "," $1,792.50 ",8/22/2017,8/24/2017,Shipped
168287,985245, Quick Bite Convenience Stores, $813.00 ," $4,065.00 "," $2,032.50 ",8/20/2017,8/24/2017,Shipped
614479,325698, Cascade Grovers, $136.00 , $680.00 , $340.00 ,8/21/2017,8/23/2017,Shipped
404823,325698, Cascade Grovers, $888.00 ," $4,440.00 "," $2,220.00 ",8/21/2017,8/23/2017,Shipped
134451,985245, Quick Bite Convenience Stores, $168.00 , $840.00 , $420.00 ,8/20/2017,8/23/2017,Shipped
316175,152689, YT Restaurants, $623.00 ," $3,115.00 "," $1,557.50 ",8/18/2017,8/23/2017,Shipped
844220,152689, YT Restaurants, $931.00 ," $4,655.00 "," $2,327.50 ",8/18/2017,8/23/2017,Shipped
170598,325698, Cascade Grovers, $791.00 ," $3,955.00 "," $1,977.50 ",8/20/2017,8/22/2017,Shipped
666910,325698, Cascade Grovers, $949.00 ," $4,745.00 "," $2,372.50 ",8/20/2017,8/22/2017,Shipped
636552,152689, YT Restaurants, $612.00 ," $3,060.00 "," $1,530.00 ",8/17/2017,8/22/2017,Shipped
784583,325698, Cascade Grovers, $86.00 , $430.00 , $215.00 ,8/19/2017,8/21/2017,Shipped
422853,985245, Quick Bite Convenience Stores, $705.00 ," $3,525.00 "," $1,762.50 ",8/17/2017,8/21/2017,Shipped
957758,985245, Quick Bite Convenience Stores, $882.00 ," $4,410.00 "," $2,205.00 ",8/17/2017,8/21/2017,Shipped
353264,325698, Cascade Grovers, $83.00 , $415.00 , $207.50 ,8/18/2017,8/20/2017,Shipped
718485,785432, Park & Eat LLC, $294.00 ," $1,470.00 ", $735.00 ,8/15/2017,8/19/2017,Shipped
604637,452584, Acme Grocery Stores, $697.00 ," $3,485.00 "," $1,742.50 ",8/16/2017,8/18/2017,Shipped
875175,325698, Cascade Grovers, $766.00 ," $3,830.00 "," $1,915.00 ",8/16/2017,8/18/2017,Shipped
446162,325698, Cascade Grovers, $570.00 ," $2,850.00 "," $1,425.00 ",8/16/2017,8/18/2017,Shipped
239584,152689, YT Restaurants, $900.00 ," $4,500.00 "," $2,250.00 ",8/13/2017,8/18/2017,Shipped
683924,985245, Quick Bite Convenience Stores, $279.00 ," $1,395.00 ", $697.50 ,8/13/2017,8/17/2017,Shipped
447395,325698, Cascade Grovers, $714.00 ," $3,570.00 "," $1,785.00 ",8/14/2017,8/16/2017,Shipped
649229,785432, Park & Eat LLC, $363.00 ," $1,815.00 ", $907.50 ,8/11/2017,8/16/2017,Shipped
400758,785432, Park & Eat LLC, $967.00 ," $4,835.00 "," $2,417.50 ",8/11/2017,8/16/2017,Shipped
799286,325698, Cascade Grovers, $175.00 , $875.00 , $437.50 ,8/13/2017,8/15/2017,Shipped
604712,985245, Quick Bite Convenience Stores, $799.00 ," $3,995.00 "," $1,997.50 ",8/11/2017,8/15/2017,Shipped
443368,325698, Cascade Grovers, $803.00 ," $4,015.00 "," $2,007.50 ",8/12/2017,8/14/2017,Shipped
989107,325698, Cascade Grovers, $737.00 ," $3,685.00 "," $1,842.50 ",8/12/2017,8/14/2017,Shipped
691871,325698, Cascade Grovers, $575.00 ," $2,875.00 "," $1,437.50 ",8/12/2017,8/14/2017,Shipped
545969,785432, Park & Eat LLC, $551.00 ," $2,755.00 "," $1,377.50 ",8/9/2017,8/14/2017,Shipped
382063,152689, YT Restaurants, $965.00 ," $4,825.00 "," $2,412.50 ",8/9/2017,8/14/2017,Shipped
399502,325698, Cascade Grovers, $130.00 , $650.00 , $325.00 ,8/11/2017,8/13/2017,Shipped
752054,325698, Cascade Grovers, $91.00 , $455.00 , $227.50 ,8/11/2017,8/13/2017,Shipped
542589,985245, Quick Bite Convenience Stores, $743.00 ," $3,715.00 "," $1,857.50 ",8/10/2017,8/13/2017,Shipped
933720,985245, Quick Bite Convenience Stores, $114.00 , $570.00 , $285.00 ,8/8/2017,8/12/2017,Shipped
348782,785432, Park & Eat LLC, $552.00 ," $2,760.00 "," $1,380.00 ",8/8/2017,8/12/2017,Shipped
670668,785432, Park & Eat LLC, $451.00 ," $2,255.00 "," $1,127.50 ",8/8/2017,8/12/2017,Shipped
521982,785432, Park & Eat LLC, $225.00 ," $1,125.00 ", $562.50 ,8/8/2017,8/12/2017,Shipped
943720,152689, YT Restaurants, $985.00 ," $4,925.00 "," $2,462.50 ",8/7/2017,8/12/2017,Shipped
636547,985245, Quick Bite Convenience Stores, $138.00 , $690.00 , $345.00 ,8/7/2017,8/11/2017,Shipped
409179,785432, Park & Eat LLC, $925.00 ," $4,625.00 "," $2,312.50 ",8/5/2017,8/10/2017,Shipped
913978,985245, Quick Bite Convenience Stores, $672.00 ," $3,360.00 "," $1,680.00 ",8/5/2017,8/9/2017,Shipped
694664,785432, Park & Eat LLC, $118.00 , $590.00 , $295.00 ,8/4/2017,8/9/2017,Shipped
219735,325698, Cascade Grovers, $995.00 ," $4,975.00 "," $2,487.50 ",8/6/2017,8/8/2017,Shipped
288061,985245, Quick Bite Convenience Stores, $371.00 ," $1,855.00 ", $927.50 ,8/4/2017,8/8/2017,Shipped
904199,452584, Acme Grocery Stores, $834.00 ," $4,170.00 "," $2,085.00 ",8/5/2017,8/7/2017,Shipped
991596,325698, Cascade Grovers, $249.00 ," $1,245.00 ", $622.50 ,8/5/2017,8/7/2017,Shipped
301044,985245, Quick Bite Convenience Stores, $190.00 , $950.00 , $475.00 ,8/3/2017,8/7/2017,Shipped
404927,985245, Quick Bite Convenience Stores, $721.00 ," $3,605.00 "," $1,802.50 ",8/3/2017,8/7/2017,Shipped
543788,152689, YT Restaurants, $231.00 ," $1,155.00 ", $577.50 ,8/2/2017,8/7/2017,Shipped
670979,452584, Acme Grocery Stores, $907.00 ," $4,535.00 "," $2,267.50 ",8/4/2017,8/6/2017,Shipped
475400,325698, Cascade Grovers, $748.00 ," $3,740.00 "," $1,870.00 ",8/3/2017,8/6/2017,Shipped
713112,985245, Quick Bite Convenience Stores, $982.00 ," $4,910.00 "," $2,455.00 ",8/3/2017,8/6/2017,Shipped
193234,985245, Quick Bite Convenience Stores, $458.00 ," $2,290.00 "," $1,145.00 ",8/2/2017,8/6/2017,Shipped
641426,152689, YT Restaurants, $52.00 , $260.00 , $130.00 ,8/1/2017,8/6/2017,Shipped
344460,452584, Acme Grocery Stores, $768.00 ," $3,840.00 "," $1,920.00 ",8/3/2017,8/5/2017,Shipped
301493,325698, Cascade Grovers, $116.00 , $580.00 , $290.00 ,8/3/2017,8/5/2017,Shipped
173158,985245, Quick Bite Convenience Stores, $439.00 ," $2,195.00 "," $1,097.50 ",7/31/2017,8/4/2017,Shipped
428809,985245, Quick Bite Convenience Stores, $408.00 ," $2,040.00 "," $1,020.00 ",7/31/2017,8/4/2017,Shipped
841353,152689, YT Restaurants, $527.00 ," $2,635.00 "," $1,317.50 ",7/30/2017,8/4/2017,Shipped
783948,325698, Cascade Grovers, $697.00 ," $3,485.00 "," $1,742.50 ",8/1/2017,8/3/2017,Shipped
902239,152689, YT Restaurants, $999.00 ," $4,995.00 "," $2,497.50 ",7/29/2017,8/3/2017,Shipped
225524,452584, Acme Grocery Stores, $508.00 ," $2,540.00 "," $1,270.00 ",7/31/2017,8/2/2017,Shipped
856398,325698, Cascade Grovers, $328.00 ," $1,640.00 ", $820.00 ,7/31/2017,8/2/2017,Shipped
830359,152689, YT Restaurants, $752.00 ," $3,760.00 "," $1,880.00 ",7/28/2017,8/2/2017,Shipped
643192,985245, Quick Bite Convenience Stores, $167.00 , $835.00 , $417.50 ,7/28/2017,8/1/2017,Shipped
925010,985245, Quick Bite Convenience Stores, $290.00 ," $1,450.00 ", $725.00 ,7/27/2017,7/31/2017,Shipped
503099,152689, YT Restaurants, $366.00 ," $1,830.00 ", $915.00 ,7/25/2017,7/31/2017,Shipped
247706,152689, YT Restaurants, $246.00 ," $1,230.00 ", $615.00 ,7/25/2017,7/30/2017,Shipped
501436,325698, Cascade Grovers, $80.00 , $400.00 , $200.00 ,7/27/2017,7/29/2017,Shipped
493341,985245, Quick Bite Convenience Stores, $331.00 ," $1,655.00 ", $827.50 ,7/26/2017,7/29/2017,Shipped
399796,325698, Cascade Grovers, $774.00 ," $3,870.00 "," $1,935.00 ",7/26/2017,7/28/2017,Shipped
771753,985245, Quick Bite Convenience Stores, $472.00 ," $2,360.00 "," $1,180.00 ",7/24/2017,7/28/2017,Shipped
816130,785432, Park & Eat LLC, $497.00 ," $2,485.00 "," $1,242.50 ",7/23/2017,7/28/2017,Shipped
178204,325698, Cascade Grovers, $492.00 ," $2,460.00 "," $1,230.00 ",7/24/2017,7/26/2017,Shipped
956101,325698, Cascade Grovers, $267.00 ," $1,335.00 ", $667.50 ,7/24/2017,7/26/2017,Shipped
862008,785432, Park & Eat LLC, $883.00 ," $4,415.00 "," $2,207.50 ",7/22/2017,7/26/2017,Shipped
585388,152689, YT Restaurants, $798.00 ," $3,990.00 "," $1,995.00 ",7/21/2017,7/26/2017,Shipped
575344,152689, YT Restaurants, $439.00 ," $2,195.00 "," $1,097.50 ",7/21/2017,7/26/2017,Shipped
321948,152689, YT Restaurants, $305.00 ," $1,525.00 ", $762.50 ,7/21/2017,7/26/2017,Shipped
488596,985245, Quick Bite Convenience Stores, $338.00 ," $1,690.00 ", $845.00 ,7/21/2017,7/25/2017,Shipped
483172,785432, Park & Eat LLC, $960.00 ," $4,800.00 "," $2,400.00 ",7/20/2017,7/25/2017,Shipped
216648,785432, Park & Eat LLC, $812.00 ," $4,060.00 "," $2,030.00 ",7/20/2017,7/25/2017,Shipped
206597,152689, YT Restaurants, $624.00 ," $3,120.00 "," $1,560.00 ",7/20/2017,7/25/2017,Shipped
180091,985245, Quick Bite Convenience Stores, $236.00 ," $1,180.00 ", $590.00 ,7/20/2017,7/24/2017,Shipped
378488,452584, Acme Grocery Stores, $329.00 ," $1,645.00 ", $822.50 ,7/21/2017,7/23/2017,Shipped
985634,452584, Acme Grocery Stores, $793.00 ," $3,965.00 "," $1,982.50 ",7/21/2017,7/23/2017,Shipped
170559,325698, Cascade Grovers, $635.00 ," $3,175.00 "," $1,587.50 ",7/21/2017,7/23/2017,Shipped
929419,785432, Park & Eat LLC, $825.00 ," $4,125.00 "," $2,062.50 ",7/18/2017,7/23/2017,Shipped
434242,152689, YT Restaurants, $580.00 ," $2,900.00 "," $1,450.00 ",7/18/2017,7/23/2017,Shipped
353071,452584, Acme Grocery Stores, $773.00 ," $3,865.00 "," $1,932.50 ",7/20/2017,7/22/2017,Shipped
888380,985245, Quick Bite Convenience Stores, $481.00 ," $2,405.00 "," $1,202.50 ",7/18/2017,7/22/2017,Shipped
498170,785432, Park & Eat LLC, $513.00 ," $2,565.00 "," $1,282.50 ",7/17/2017,7/22/2017,Shipped
730647,985245, Quick Bite Convenience Stores, $276.00 ," $1,380.00 ", $690.00 ,7/17/2017,7/21/2017,Shipped
270158,785432, Park & Eat LLC, $690.00 ," $3,450.00 "," $1,725.00 ",7/17/2017,7/21/2017,Shipped
332208,152689, YT Restaurants, $516.00 ," $2,580.00 "," $1,290.00 ",7/16/2017,7/21/2017,Shipped
356140,985245, Quick Bite Convenience Stores, $74.00 , $370.00 , $185.00 ,7/14/2017,7/18/2017,Shipped
420419,985245, Quick Bite Convenience Stores, $263.00 ," $1,315.00 ", $657.50 ,7/14/2017,7/18/2017,Shipped
594374,152689, YT Restaurants, $494.00 ," $2,470.00 "," $1,235.00 ",7/11/2017,7/17/2017,Shipped
390065,785432, Park & Eat LLC, $386.00 ," $1,930.00 ", $965.00 ,7/11/2017,7/16/2017,Shipped
780820,152689, YT Restaurants, $766.00 ," $3,830.00 "," $1,915.00 ",7/10/2017,7/15/2017,Shipped
912602,985245, Quick Bite Convenience Stores, $909.00 ," $4,545.00 "," $2,272.50 ",7/10/2017,7/14/2017,Shipped
236591,152689, YT Restaurants, $495.00 ," $2,475.00 "," $1,237.50 ",7/9/2017,7/14/2017,Shipped
721026,152689, YT Restaurants, $168.00 , $840.00 , $420.00 ,7/9/2017,7/14/2017,Shipped
394929,325698, Cascade Grovers, $197.00 , $985.00 , $492.50 ,7/11/2017,7/13/2017,Shipped
604236,325698, Cascade Grovers, $337.00 ," $1,685.00 ", $842.50 ,7/9/2017,7/12/2017,Shipped
575636,985245, Quick Bite Convenience Stores, $373.00 ," $1,865.00 ", $932.50 ,7/8/2017,7/12/2017,Shipped
971373,452584, Acme Grocery Stores, $931.00 ," $4,655.00 "," $2,327.50 ",7/9/2017,7/11/2017,Shipped
991506,325698, Cascade Grovers, $232.00 ," $1,160.00 ", $580.00 ,7/9/2017,7/11/2017,Shipped
781165,325698, Cascade Grovers, $567.00 ," $2,835.00 "," $1,417.50 ",7/8/2017,7/10/2017,Shipped
487916,452584, Acme Grocery Stores, $508.00 ," $2,540.00 "," $1,270.00 ",7/7/2017,7/9/2017,Shipped
976082,325698, Cascade Grovers, $434.00 ," $2,170.00 "," $1,085.00 ",7/7/2017,7/9/2017,Shipped
407642,325698, Cascade Grovers, $121.00 , $605.00 , $302.50 ,7/6/2017,7/9/2017,Shipped
901766,985245, Quick Bite Convenience Stores, $545.00 ," $2,725.00 "," $1,362.50 ",7/5/2017,7/9/2017,Shipped
596928,785432, Park & Eat LLC, $529.00 ," $2,645.00 "," $1,322.50 ",7/5/2017,7/9/2017,Shipped
577625,785432, Park & Eat LLC, $748.00 ," $3,740.00 "," $1,870.00 ",7/4/2017,7/9/2017,Shipped
269402,325698, Cascade Grovers, $353.00 ," $1,765.00 ", $882.50 ,7/5/2017,7/8/2017,Shipped
185173,985245, Quick Bite Convenience Stores, $247.00 ," $1,235.00 ", $617.50 ,7/3/2017,7/7/2017,Shipped
694018,985245, Quick Bite Convenience Stores, $439.00 ," $2,195.00 "," $1,097.50 ",7/3/2017,7/7/2017,Shipped
934023,985245, Quick Bite Convenience Stores, $651.00 ," $3,255.00 "," $1,627.50 ",7/2/2017,7/6/2017,Shipped
450108,785432, Park & Eat LLC, $899.00 ," $4,495.00 "," $2,247.50 ",7/1/2017,7/6/2017,Shipped
260033,985245, Quick Bite Convenience Stores, $220.00 ," $1,100.00 ", $550.00 ,6/30/2017,7/4/2017,Shipped
410456,785432, Park & Eat LLC, $850.00 ," $4,250.00 "," $2,125.00 ",6/29/2017,7/4/2017,Shipped
243408,325698, Cascade Grovers, $479.00 ," $2,395.00 "," $1,197.50 ",7/1/2017,7/3/2017,Shipped
472264,325698, Cascade Grovers, $420.00 ," $2,100.00 "," $1,050.00 ",6/30/2017,7/2/2017,Shipped
376252,785432, Park & Eat LLC, $942.00 ," $4,710.00 "," $2,355.00 ",6/27/2017,7/2/2017,Shipped
486537,452584, Acme Grocery Stores, $659.00 ," $3,295.00 "," $1,647.50 ",6/29/2017,7/1/2017,Shipped
635008,325698, Cascade Grovers, $351.00 ," $1,755.00 ", $877.50 ,6/29/2017,7/1/2017,Shipped
895772,152689, YT Restaurants, $622.00 ," $3,110.00 "," $1,555.00 ",6/26/2017,7/1/2017,Shipped
337247,985245, Quick Bite Convenience Stores, $476.00 ," $2,380.00 "," $1,190.00 ",6/27/2017,6/30/2017,Shipped
546541,985245, Quick Bite Convenience Stores, $231.00 ," $1,155.00 ", $577.50 ,6/26/2017,6/30/2017,Shipped
566248,785432, Park & Eat LLC, $132.00 , $660.00 , $330.00 ,6/25/2017,6/30/2017,Shipped
487675,452584, Acme Grocery Stores, $986.00 ," $4,930.00 "," $2,465.00 ",6/27/2017,6/29/2017,Shipped
315495,152689, YT Restaurants, $310.00 ," $1,550.00 ", $775.00 ,6/24/2017,6/29/2017,Shipped
753483,452584, Acme Grocery Stores, $959.00 ," $4,795.00 "," $2,397.50 ",6/26/2017,6/28/2017,Shipped
477132,325698, Cascade Grovers, $305.00 ," $1,525.00 ", $762.50 ,6/26/2017,6/28/2017,Shipped
964261,985245, Quick Bite Convenience Stores, $777.00 ," $3,885.00 "," $1,942.50 ",6/24/2017,6/28/2017,Shipped
151955,985245, Quick Bite Convenience Stores, $907.00 ," $4,535.00 "," $2,267.50 ",6/24/2017,6/28/2017,Shipped
503730,985245, Quick Bite Convenience Stores, $131.00 , $655.00 , $327.50 ,6/24/2017,6/28/2017,Shipped
562846,785432, Park & Eat LLC, $971.00 ," $4,855.00 "," $2,427.50 ",6/23/2017,6/28/2017,Shipped
939774,152689, YT Restaurants, $786.00 ," $3,930.00 "," $1,965.00 ",6/23/2017,6/28/2017,Shipped
696915,325698, Cascade Grovers, $140.00 , $700.00 , $350.00 ,6/24/2017,6/27/2017,Shipped
686230,152689, YT Restaurants, $418.00 ," $2,090.00 "," $1,045.00 ",6/22/2017,6/27/2017,Shipped
840155,325698, Cascade Grovers, $393.00 ," $1,965.00 ", $982.50 ,6/24/2017,6/26/2017,Shipped
616162,785432, Park & Eat LLC, $141.00 , $705.00 , $352.50 ,6/22/2017,6/26/2017,Shipped
474993,785432, Park & Eat LLC, $302.00 ," $1,510.00 ", $755.00 ,6/22/2017,6/26/2017,Shipped
144552,152689, YT Restaurants, $292.00 ," $1,460.00 ", $730.00 ,6/21/2017,6/26/2017,Shipped
839382,325698, Cascade Grovers, $644.00 ," $3,220.00 "," $1,610.00 ",6/23/2017,6/25/2017,Shipped
912936,325698, Cascade Grovers, $417.00 ," $2,085.00 "," $1,042.50 ",6/22/2017,6/25/2017,Shipped
102733,985245, Quick Bite Convenience Stores, $637.00 ," $3,185.00 "," $1,592.50 ",6/22/2017,6/25/2017,Shipped
742624,985245, Quick Bite Convenience Stores, $715.00 ," $3,575.00 "," $1,787.50 ",6/21/2017,6/25/2017,Shipped
136952,785432, Park & Eat LLC, $429.00 ," $2,145.00 "," $1,072.50 ",6/20/2017,6/25/2017,Shipped
830715,325698, Cascade Grovers, $828.00 ," $4,140.00 "," $2,070.00 ",6/22/2017,6/24/2017,Shipped
341804,325698, Cascade Grovers, $222.00 ," $1,110.00 ", $555.00 ,6/21/2017,6/24/2017,Shipped
615150,152689, YT Restaurants, $254.00 ," $1,270.00 ", $635.00 ,6/19/2017,6/24/2017,Shipped
757592,452584, Acme Grocery Stores, $970.00 ," $4,850.00 "," $2,425.00 ",6/20/2017,6/22/2017,Shipped
866610,452584, Acme Grocery Stores, $396.00 ," $1,980.00 ", $990.00 ,6/20/2017,6/22/2017,Shipped
925259,325698, Cascade Grovers, $178.00 , $890.00 , $445.00 ,6/18/2017,6/20/2017,Shipped
272706,985245, Quick Bite Convenience Stores, $687.00 ," $3,435.00 "," $1,717.50 ",6/16/2017,6/20/2017,Shipped
857736,785432, Park & Eat LLC, $345.00 ," $1,725.00 ", $862.50 ,6/16/2017,6/20/2017,Shipped
402025,785432, Park & Eat LLC, $785.00 ," $3,925.00 "," $1,962.50 ",6/16/2017,6/20/2017,Shipped
708338,325698, Cascade Grovers, $587.00 ," $2,935.00 "," $1,467.50 ",6/16/2017,6/18/2017,Shipped
536483,325698, Cascade Grovers, $135.00 , $675.00 , $337.50 ,6/16/2017,6/18/2017,Shipped
893215,325698, Cascade Grovers, $253.00 ," $1,265.00 ", $632.50 ,6/16/2017,6/18/2017,Shipped
938803,152689, YT Restaurants, $420.00 ," $2,100.00 "," $1,050.00 ",6/12/2017,6/18/2017,Shipped
194870,785432, Park & Eat LLC, $131.00 , $655.00 , $327.50 ,6/13/2017,6/17/2017,Shipped
249786,152689, YT Restaurants, $590.00 ," $2,950.00 "," $1,475.00 ",6/12/2017,6/17/2017,Shipped
696436,325698, Cascade Grovers, $453.00 ," $2,265.00 "," $1,132.50 ",6/14/2017,6/16/2017,Shipped
961459,325698, Cascade Grovers, $277.00 ," $1,385.00 ", $692.50 ,6/14/2017,6/16/2017,Shipped
